ID TRANSACAO,id conta,Data/Hora,Tipo Transação,VALOR,Canal,Descrição
TRX000862,CT-00121,2026-06-08 03:40,Pix,R$ 1161.95,,RENDIMENTO POUPANCA
TRX001076,CT-00633,2026-07-11,pix,"-183,41",APP,  PADARIA DO ZE  
TRX001259,CT-00440,2026-04-25 14:57,pagto,"R$ 174,04",Aplicativo,PIX QR CODE
TRX001531,CT-00878,2026-07-17,PIX,"R$ 1.388,19",Caixa Eletrônico,PAG*MercadoLivre
TRX001798,CT-00330,2026-06-26 21:43,Compra Débito,"9535,11",Aplicativo,  PADARIA DO ZE  
TRX000512,CT-00293,2026-03-08 15:39,DOC,R$ 10915.23,Internet Banking,
TRX000816,CT-00369,2026-05-25 18:31,pix,"1.516,73",Aplicativo,PAG*MercadoLivre
TRX002015,CT-00858,2025-09-10 18:46,TED,,,RENDIMENTO POUPANCA
TRX001159,CT-00020,2025-08-04,DEPOSITO,58.86,AGENCIA,RENDIMENTO POUPANCA
TRX000161,CT-00710,2026-06-29 13:33,TED,"R$ 13.133,01",,UBER *TRIP
TRX000296,CT-00049,28-08-2025 00:51,TED,"R$ 161,84",ATM,FARMACIA SAO JOAO
TRX000813,CT-00833,2025-09-03 08:56,DEPOSITO,"R$ 269,68",Caixa Eletrônico,PAG*MercadoLivre
TRX000897,CT-00860,12/03/2026 12:33,deposito,42.48,Caixa Eletrônico,  PADARIA DO ZE  
TRX001399,CT-00547,2026-02-23 04:10,DEPOSITO,"1.697,21",Aplicativo,
TRX001888,CT-00040,30/05/26 23:23,debito cartao,N/A,Aplicativo,SUPERMERCADO BOM PRECO
TRX001275,CT-00522,25/04/26,Saque,"R$ 43,50",AGENCIA,AMAZON MKTPLACE
TRX000879,CT-00439,2025-10-31 22:47,Depósito,"20,63",APP,RENDIMENTO POUPANCA
TRX000202,CT-00657,21-04-2026,Débito Cartão,"-1.774,23",Caixa Eletrônico,
TRX001620,CT-00396,25-12-2025 12:26,pix,"810,94",,SUPERMERCADO BOM PRECO
TRX001466,CT-00795,15-ago-2026,Compra Débito,-805.19,Aplicativo,NETFLIX.COM
TRX002040,CT-00066,2026-04-19,PIX,"44.290,15",App,AMAZON MKTPLACE
TRX001123,CT-00539,2026-02-15,Depósito,12601.89,caixa eletronico,NETFLIX.COM
TRX001526,CT-00409,26/09/2025,Depósito,"7,21",ATM,AMAZON MKTPLACE
TRX000880,CT-00288,14/10/25 11:57,Boleto,"-74.295,28",Caixa Eletrônico,POSTO SHELL BR
TRX001307,CT-00643,17/04/2026 11:35,Saque,,internet banking,IFOOD *IFOOD
TRX001792,CT-00922,04/04/26 05:01,Saque,-205.61,Agência,UBER *TRIP
TRX001209,CT-00411,08/08/2026 19:37,debito cartao,"-1.849,69",App,UBER *TRIP
TRX000026,CT-00036,2025-11-04 08:48,PIX,0,APP,IFOOD *IFOOD
TRX001286,CT-00254,23/11/2025,Compra Débito,"-304,15",Aplicativo,FARMACIA SAO JOAO
TRX002026,CT-00898,2025-10-17 21:48,ted,"219,30",ATM,NETFLIX.COM
TRX000978,CT-00894,2026-08-03 02:16,Depósito,892.29,AGENCIA,FARMACIA SAO JOAO
TRX001179,CT-00745,24/04/2026 22:05,TED,N/A,App,
TRX000575,CT-00828,2026-04-23 05:05,DEPOSITO,162.18,app,TRANSF ENTRE CONTAS
TRX000614,CT-00891,2026-01-02,DOC,"-689,16",caixa eletronico,FOLHA PAGAMENTO
TRX000843,CT-00450,01/08/2025,pix,"R$ 37,81",Caixa Eletrônico,TRANSF ENTRE CONTAS
TRX001684,CT-00712,27-11-2025,Débito Cartão,"R$ 1.242,39",ATM,FOLHA PAGAMENTO
TRX002041,CT-00730,2025-11-08 22:37,saque,"R$ 30,75",Internet Banking,PAG*MercadoLivre
TRX000565,CT-00086,24-05-2026,Saque,"R$ 1.259,76",caixa eletronico,  PADARIA DO ZE  
TRX001584,CT-00464,17/07/2026 08:03,Pix,R$ 50.46,internet banking,IFOOD *IFOOD
TRX001944,CT-00657,20/06/2026,pix,"7266,00",caixa eletronico,PAG*MercadoLivre
TRX001038,CT-00606,2026-01-02 02:03,DEPOSITO,"13715,60",app,  PADARIA DO ZE  
TRX000007,CT-00626,18/06/2026,Saque,"-907,09",ATM,AMAZON MKTPLACE
TRX001705,CT-00096,10/11/2025,debito cartao,1954.67,Caixa Eletrônico,FOLHA PAGAMENTO
TRX000378,CT-00742,2025-10-30 22:51,DOC,"-2.056,08",IB,SUPERMERCADO BOM PRECO
TRX000909,CT-00581,11/09/25 12:10,boleto,0,Agência,PAG*MercadoLivre
TRX000405,CT-00469,02/12/2025,BOLETO,"R$ 270,70",agencia,IFOOD *IFOOD
TRX000727,CT-00085,2026-02-10,Compra Débito,R$ 12438.13,,FARMACIA SAO JOAO
TRX000283,CT-00059,14-04-2026,pagto,R$ 235.64,Agência,NETFLIX.COM
TRX000771,CT-00152,31-dez-2025,BOLETO,"R$ 224,91",Caixa Eletrônico,TARIFA PACOTE SERVICOS
TRX001265,CT-00179,17/10/2025,pix,"-63,11",Caixa Eletrônico,TRANSF ENTRE CONTAS
TRX001305,CT-00361,2026-05-06 15:04,Pagamento,"R$ 187,67",App,NETFLIX.COM
TRX000740,CT-00520,23/12/2025 14:47,debito cartao,143.36,App,TARIFA PACOTE SERVICOS
TRX000033,CT-00478,2026-02-01,Saque,253.58,IB,PAG*MercadoLivre
TRX000902,CT-00225,11/07/2026 21:48,ted,-134.99,internet banking,PAG*MercadoLivre
TRX000715,CT-00466,2025-09-03,DOC,"R$ 237,51",app,SUPERMERCADO BOM PRECO
TRX000192,CT-00016,20/09/2025,Saque,"R$ 187,50",Caixa Eletrônico,POSTO SHELL BR
TRX001417,CT-00836,06/05/26 21:10,pix,"-5.201,71",caixa eletronico,  PADARIA DO ZE  
TRX001657,CT-00024,2026-01-27,boleto,"-695,45",Caixa Eletrônico,PAG*MercadoLivre
TRX001498,CT-00082,18/09/2025 03:30,deposito,,app,AMAZON MKTPLACE
TRX001242,CT-00595,2026-06-12 07:05,PIX,"276,95",App,  PADARIA DO ZE  
TRX001056,CT-00788,2025-11-04,TED,R$ 167.90,App,RENDIMENTO POUPANCA
TRX001733,CT-00296,17/05/2026 11:21,pagto,"278,84",,POSTO SHELL BR
TRX001192,CT-00453,26-12-2025 17:24,Boleto,"-624,31",Internet Banking,SUPERMERCADO BOM PRECO
TRX000652,CT-00316,21/09/2025 10:41,ted,N/A,caixa eletronico,NETFLIX.COM
TRX000703,CT-00097,2026-05-10,Depósito,3435.06,ATM,UBER *TRIP
TRX000997,CT-00668,23/04/2026 23:40,BOLETO,23.34,AGENCIA,NETFLIX.COM
TRX002043,CT-00505,2025-12-06,debito cartao,532.91,Internet Banking,
TRX001612,CT-00541,15/10/2025,Compra Débito,"R$ 9.970,26",ATM,UBER *TRIP
TRX000761,CT-00029,2025-12-14,Depósito,"848,31",IB,NETFLIX.COM
TRX000559,CT-00873,2026-02-16 10:37,saque,"-209,66",Agência,AMAZON MKTPLACE
TRX000650,CT-00398,09-09-2025 01:31,BOLETO,"R$ 1.671,01",Aplicativo,
TRX000751,CT-00938,16/12/2025 08:26,DEPOSITO,"5.064,36",IB,TRANSF ENTRE CONTAS
TRX000590,CT-00012,2026-06-14,pagto,-122.41,caixa eletronico,
TRX000207,CT-00730,07/05/2026,debito cartao,"-45.564,00",App,  PADARIA DO ZE  
TRX001360,CT-00520,2026-04-03 16:24,ted,"R$ 262,81",caixa eletronico,  PADARIA DO ZE  
TRX001341,CT-00760,2025-09-12,Pagamento,"91,95",internet banking,UBER *TRIP
TRX001141,CT-00913,21-dez-2025,Débito Cartão,"9.151,79",agencia,FARMACIA SAO JOAO
TRX001428,CT-00462,27/11/2025 23:01,pix,"R$ 250,08",APP,
TRX000017,CT-00803,17-11-2025,Pix,"944,43",app,AMAZON MKTPLACE
TRX001148,CT-00039,2026-04-28 00:00,boleto,"85,41",IB,FOLHA PAGAMENTO
TRX001537,CT-00881,2025-09-13,saque,"-718,77",Internet Banking,  PADARIA DO ZE  
TRX001411,CT-00208,07/01/26 11:43,DEPOSITO,R$ 975.72,caixa eletronico,TARIFA PACOTE SERVICOS
TRX000833,CT-00502,2025-09-19,ted,"21,74",App,  PADARIA DO ZE  
TRX000494,CT-00699,2025-09-21,deposito,1664.12,APP,TARIFA PACOTE SERVICOS
TRX000682,CT-00991,09-jun-2026,Débito Cartão,"29,46",ATM,RENDIMENTO POUPANCA
TRX001244,CT-00321,03/02/2026 06:07,ted,"78,53",app,UBER *TRIP
TRX000597,CT-00719,15/09/2025 09:04,pagto,60.16,App,FARMACIA SAO JOAO
TRX001413,CT-00317,02/02/2026,BOLETO,"R$ 3.340,44",,PIX QR CODE
TRX000891,CT-00774,31/07/26,debito cartao,"693,79",IB,FARMACIA SAO JOAO
TRX000306,CT-00672,02/08/2026 07:31,Compra Débito,"R$ 33,42",App,PAG*MercadoLivre
TRX001129,CT-00637,24/06/2026 11:48,Boleto,"-552,08",APP,PAG*MercadoLivre
TRX000310,CT-00628,2026-04-14,Pix,R$ 128.77,caixa eletronico,TARIFA PACOTE SERVICOS
TRX000507,CT-00487,24-04-2026,debito cartao,"193,93",caixa eletronico,POSTO SHELL BR
TRX000123,CT-00263,2025-09-27,BOLETO,"-461,43",App,
TRX000586,CT-00133,2025-08-04,Saque,"187,63",App,
TRX000691,CT-00028,06-09-2025,PIX,"73.055,86",Internet Banking,  PADARIA DO ZE  
TRX001793,CT-00826,31/08/2025 15:00,saque,"R$ 1.335,66",,FOLHA PAGAMENTO
TRX001349,CT-00209,2025-10-20,BOLETO,219.94,Agência,SUPERMERCADO BOM PRECO
TRX001368,CT-00722,08/06/2026 17:25,deposito,"R$ 164,03",Aplicativo,UBER *TRIP
TRX001221,CT-00289,2026-07-02 10:13,DOC,"R$ 59,29",Caixa Eletrônico,PIX QR CODE
TRX001168,CT-00952,13/03/2026,Compra Débito,"-43,38",Agência,FOLHA PAGAMENTO
TRX001616,CT-00107,10/11/2025 04:43,DOC,"269,18",Agência,
TRX000883,CT-00416,08/03/2026 20:15,Pix,"7.707,99",IB,FARMACIA SAO JOAO
TRX001389,CT-00899,2025-10-08,Depósito,639.05,agencia,NETFLIX.COM
TRX000984,CT-00103,18/02/2026,Pagamento,131.32,AGENCIA,SUPERMERCADO BOM PRECO
TRX001564,CT-00798,2025-10-01,debito cartao,-1486.68,APP,FARMACIA SAO JOAO
TRX000303,CT-00266,2025-08-15 06:03,PIX,"967,03",,NETFLIX.COM
TRX001689,CT-00864,18-06-2026 20:48,deposito,"230,63",ATM,IFOOD *IFOOD
TRX000162,CT-00908,25/01/26 18:57,Pix,"881,47",Caixa Eletrônico,PIX QR CODE
TRX002086,CT-00099,2025-09-10,deposito,"R$ 384,73",internet banking,IFOOD *IFOOD
TRX001431,CT-00182,19/05/26 09:59,TED,1403.99,IB,PIX QR CODE
TRX000930,CT-00604,02/02/2026,DOC,"128,25",Agência,TRANSF ENTRE CONTAS
TRX001008,CT-00948,08/08/2025,pix,-1028.43,Internet Banking,  PADARIA DO ZE  
TRX000533,CT-00870,10/04/2026 06:09,Saque,"-963,25",ATM,POSTO SHELL BR
TRX000977,CT-00849,30-12-2025,PIX,0,Aplicativo,POSTO SHELL BR
TRX001951,CT-00701,2026-06-05 10:52,TED,"R$ 243,84",Agência,AMAZON MKTPLACE
TRX001747,CT-00434,2026-04-03 20:36,Compra Débito,49.88,caixa eletronico,TRANSF ENTRE CONTAS
TRX001388,CT-00456,13/11/2025,PIX,"1.538,73",IB,FOLHA PAGAMENTO
TRX000158,CT-00321,2026-06-07 09:50,Compra Débito,208.58,agencia,TRANSF ENTRE CONTAS
TRX002004,CT-00879,08/11/2025 11:27,ted,"R$ 1.403,30",,UBER *TRIP
TRX001260,CT-00616,16/11/25 19:41,debito cartao,10365.12,AGENCIA,NETFLIX.COM
TRX000990,CT-00927,07/08/2025 03:22,boleto,-67434.32,AGENCIA,  PADARIA DO ZE  
TRX001867,CT-00621,01/08/25 05:09,ted,"255,48",AGENCIA,
TRX001031,CT-00444,09/02/2026 11:09,Compra Débito,"R$ 585,14",APP,RENDIMENTO POUPANCA
TRX001527,CT-00792,22/10/25 07:27,DEPOSITO,"R$ 12.639,98",caixa eletronico,IFOOD *IFOOD
TRX002088,CT-00025,2026-03-10 15:58,Pix,-1655.23,Caixa Eletrônico,TRANSF ENTRE CONTAS
TRX001770,CT-00287,02-ago-2025,DOC,"5.764,57",,FOLHA PAGAMENTO
TRX001146,CT-00952,06/05/2026 23:24,Boleto,"241,46",Agência,FARMACIA SAO JOAO
TRX000091,CT-00910,29-07-2026,Compra Débito,"R$ 8.580,76",caixa eletronico,TARIFA PACOTE SERVICOS
TRX000241,CT-00321,2026-02-05,deposito,421.77,Aplicativo,PIX QR CODE
TRX001520,CT-00364,2026-07-18 22:11,DEPOSITO,"210,39",agencia,TARIFA PACOTE SERVICOS
TRX000272,CT-00223,2025-08-05 01:15,boleto,"1.775,39",Internet Banking,
TRX001392,CT-00004,22/03/2026 00:23,DEPOSITO,"R$ 18,71",IB,TRANSF ENTRE CONTAS
TRX001044,CT-00781,11/01/2026 10:44,Boleto,"71,39",Agência,IFOOD *IFOOD
TRX001068,CT-00954,13-06-2026 07:43,DOC,"71932,95",Aplicativo,FARMACIA SAO JOAO
TRX001829,CT-00504,2026-06-20,deposito,"R$ 1.402,29",caixa eletronico,NETFLIX.COM
TRX000943,CT-00912,04-09-2025,Compra Débito,"1067,99",ATM,RENDIMENTO POUPANCA
TRX001419,CT-00753,06/08/2025 16:05,DEPOSITO,"R$ 14.772,33",app,IFOOD *IFOOD
TRX000647,CT-00188,29/10/2025,Pagamento,"R$ 8.472,30",caixa eletronico,FOLHA PAGAMENTO
TRX001603,CT-00464,2026-05-24,debito cartao,R$ 292.94,caixa eletronico,FOLHA PAGAMENTO
TRX000463,CT-00581,2025-11-25,ted,-136.19,agencia,FARMACIA SAO JOAO
TRX000518,CT-00877,10/02/2026,saque,"R$ 276,07",Agência,UBER *TRIP
TRX000995,CT-00536,24/03/2026 19:38,pix,-1124.15,ATM,PIX QR CODE
TRX001757,CT-00532,2025-10-02 13:37,Pix,N/A,,PIX QR CODE
TRX001886,CT-00062,19/06/2026,pagto,562.57,APP,FARMACIA SAO JOAO
TRX000589,CT-00307,09-07-2026,Depósito,"406,19",internet banking,UBER *TRIP
TRX001737,CT-00796,25-set-2025 18:14,pix,11524.99,Agência,
TRX000229,CT-00118,2025-12-18 02:12,saque,"2.322,56",Aplicativo,UBER *TRIP
TRX000985,CT-00874,14/08/2025 06:42,deposito,8799.20,app,
TRX000204,CT-00956,18-11-2025 21:49,BOLETO,"R$ 1.176,92",ATM,POSTO SHELL BR
TRX001850,CT-00862,01/02/2026 20:48,saque,0,ATM,FOLHA PAGAMENTO
TRX001414,CT-00474,14/07/2026,Débito Cartão,"124,68",APP,AMAZON MKTPLACE
TRX000844,CT-00364,03/03/2026 17:07,TED,"-33.651,42",,UBER *TRIP
TRX000992,CT-00633,2026-05-29 12:13,Boleto,0,internet banking,FARMACIA SAO JOAO
TRX000334,CT-00570,30/11/2025 07:12,saque,"R$ 60.899,34",caixa eletronico,NETFLIX.COM
TRX001127,CT-00761,2025-12-15 00:23,Boleto,"R$ 12.039,08",Aplicativo,FOLHA PAGAMENTO
TRX001773,CT-00935,02/08/2026 14:20,BOLETO,1622.66,Caixa Eletrônico,UBER *TRIP
TRX001502,CT-00676,07-09-2025 22:26,Compra Débito,R$ 9861.39,Aplicativo,POSTO SHELL BR
TRX000090,CT-00612,28/12/2025 12:42,BOLETO,R$ 153.37,ATM,SUPERMERCADO BOM PRECO
TRX001205,CT-00324,31/07/2026 12:42,PIX,"-24,97",agencia,TRANSF ENTRE CONTAS
TRX000630,CT-00878,01-04-2026,DEPOSITO,R$ 267.49,AGENCIA,SUPERMERCADO BOM PRECO
TRX001960,CT-00423,06/11/2025 17:17,PIX,"55,22",internet banking,FARMACIA SAO JOAO
TRX000220,CT-00463,18/01/2026 11:45,DOC,"R$ 184,33",,
TRX000513,CT-00090,03/03/2026,pix,,Internet Banking,FOLHA PAGAMENTO
TRX000270,CT-00081,2026-06-18 01:53,Depósito,108.08,internet banking,NETFLIX.COM
TRX000947,CT-00343,20/07/26,debito cartao,"R$ 554,82",,PIX QR CODE
TRX000388,CT-00641,2026-05-06 07:52,Pix,"605,22",APP,RENDIMENTO POUPANCA
TRX000410,CT-00891,09/09/2025 16:14,Depósito,"R$ 218,25",agencia,AMAZON MKTPLACE
TRX001484,CT-00230,08/04/2026,debito cartao,"R$ 7.446,74",APP,RENDIMENTO POUPANCA
TRX001144,CT-00830,05-08-2026 08:12,Boleto,"-1107,95",Aplicativo,PAG*MercadoLivre
TRX000053,CT-00305,23/12/2025,boleto,114.32,Internet Banking,PIX QR CODE
TRX000717,CT-00742,2025-12-09 12:17,Pagamento,2193.27,AGENCIA,PAG*MercadoLivre
TRX001373,CT-00536,2025-11-01,Débito Cartão,R$ 11.33,App,NETFLIX.COM
TRX001658,CT-00827,14/08/2026,Boleto,13751.44,,FARMACIA SAO JOAO
TRX000971,CT-00349,07-06-2026,pagto,163.45,Agência,
TRX001592,CT-00775,2026-01-05 04:11,BOLETO,"180,31",App,RENDIMENTO POUPANCA
TRX000555,CT-00667,28/04/26,TED,"-121,69",caixa eletronico,IFOOD *IFOOD
TRX001868,CT-00362,12-08-2025 23:21,Saque,"-31,06",Internet Banking,
TRX000932,CT-00134,2025-11-28 13:22,pix,"132,52",IB,FARMACIA SAO JOAO
TRX000247,CT-00312,28/04/2026,PIX,"-80,44",,FOLHA PAGAMENTO
TRX001427,CT-00170,07-jan-2026,debito cartao,"-314,98",internet banking,POSTO SHELL BR
TRX000186,CT-00826,2026-01-25 16:59,DEPOSITO,"54659,74",,SUPERMERCADO BOM PRECO
TRX000242,CT-00463,27/07/26 23:47,DEPOSITO,"R$ 9.113,10",Internet Banking,FARMACIA SAO JOAO
TRX000868,CT-00162,2025-11-04,DOC,"11473,13",Caixa Eletrônico,TARIFA PACOTE SERVICOS
TRX001860,CT-00979,27/08/25,TED,"R$ 99,12",caixa eletronico,POSTO SHELL BR
TRX000354,CT-00387,2025-10-12,pix,"R$ 643,47",ATM,NETFLIX.COM
TRX000493,CT-00818,19/11/25 02:13,BOLETO,0,Internet Banking,NETFLIX.COM
TRX001647,CT-00183,10-ago-2026 20:34,Pix,"252,90",app,AMAZON MKTPLACE
TRX000113,CT-00468,27/02/2026,Débito Cartão,"-129,19",APP,POSTO SHELL BR
TRX000777,CT-00007,2025-12-09,deposito,"10.584,24",App,TARIFA PACOTE SERVICOS
TRX001225,CT-00443,15/08/2025,BOLETO,-154.56,caixa eletronico,FARMACIA SAO JOAO
TRX001547,CT-00676,07/08/2025 01:09,Débito Cartão,13079.60,,PAG*MercadoLivre
TRX001196,CT-00714,06/03/2026,Débito Cartão,R$ 910.21,Aplicativo,PIX QR CODE
TRX000316,CT-00875,16-06-2026,Saque,"31.212,16",IB,PAG*MercadoLivre
TRX001749,CT-00089,2026-01-19 20:10,TED,"-870,01",internet banking,RENDIMENTO POUPANCA
TRX000417,CT-00183,22/07/2026 19:39,boleto,-43.07,IB,IFOOD *IFOOD
TRX001651,CT-00429,30/09/2025,Pix,"R$ 1.487,92",Agência,AMAZON MKTPLACE
TRX001716,CT-00967,17/10/2025,BOLETO,R$ 1581.20,,UBER *TRIP
TRX001340,CT-00413,10-08-2025 22:14,debito cartao,"R$ 36.750,73",AGENCIA,TARIFA PACOTE SERVICOS
TRX002093,CT-00543,17/07/2026 10:37,DEPOSITO,109.20,ATM,PIX QR CODE
TRX001739,CT-00532,2026-03-31,saque,"R$ 95,62",Agência,AMAZON MKTPLACE
TRX000859,CT-00330,21/06/2026,TED,291.46,Agência,UBER *TRIP
TRX000759,CT-00542,23-11-2025 13:52,Compra Débito,"94,09",,
TRX000983,CT-00119,19/08/2025,pix,"R$ 20,70",,FARMACIA SAO JOAO
TRX001212,CT-00291,2026-04-26,saque,R$ 257.95,ATM,PIX QR CODE
TRX001993,CT-00717,2026-02-18 13:27,Pix,1538.75,Aplicativo,RENDIMENTO POUPANCA
TRX000616,CT-00880,07-12-2025,Depósito,"20.233,65",Aplicativo,FARMACIA SAO JOAO
TRX000504,CT-00083,2025-12-07,BOLETO,"R$ 134,07",AGENCIA,UBER *TRIP
TRX001912,CT-00910,22/07/26,Saque,"1636,42",AGENCIA,TARIFA PACOTE SERVICOS
TRX001984,CT-00641,11-09-2025,BOLETO,"-283,75",Aplicativo,POSTO SHELL BR
TRX000700,CT-00848,2026-05-12,deposito,"R$ 98,22",IB,PIX QR CODE
TRX001306,CT-00538,27-07-2026,pagto,"1.471,86",ATM,SUPERMERCADO BOM PRECO
TRX000256,CT-00196,08/08/2025 01:34,deposito,"930,19",APP,AMAZON MKTPLACE
TRX000503,CT-00249,26/11/2025,debito cartao,N/A,Internet Banking,POSTO SHELL BR
TRX000651,CT-00744,27/08/2025 20:58,deposito,283.59,Aplicativo,FARMACIA SAO JOAO
TRX000573,CT-00656,15-03-2026 21:49,pix,"R$ 603,78",app,FARMACIA SAO JOAO
TRX000719,CT-00344,2026-07-14 14:19,PIX,R$ 71271.65,Caixa Eletrônico,UBER *TRIP
TRX000817,CT-00332,03-08-2025,pix,5320.51,app,TARIFA PACOTE SERVICOS
TRX000400,CT-00132,29/09/2025 13:06,Pix,1521.21,agencia,AMAZON MKTPLACE
TRX001816,CT-00462,23/03/26 14:54,Compra Débito,"R$ 14.173,39",agencia,
TRX000015,CT-00280,18/06/26 08:36,Saque,"-328,01",App,AMAZON MKTPLACE
TRX001211,CT-00176,06-ago-2025 08:57,Saque,R$ 2281.63,AGENCIA,FARMACIA SAO JOAO
TRX001215,CT-00795,23-12-2025 09:47,DOC,-173.82,agencia,UBER *TRIP
TRX001811,CT-00720,18/08/2025 11:56,Depósito,N/A,caixa eletronico,FOLHA PAGAMENTO
TRX000739,CT-00172,19/03/26 23:02,pagto,"-72,79",Agência,PIX QR CODE
TRX000738,CT-01035,05-dez-2025,BOLETO,30.56,caixa eletronico,
TRX000602,CT-00767,2025-10-29,Boleto,"-347,76",caixa eletronico,  PADARIA DO ZE  
TRX000839,CT-00864,2025-09-13 13:22,Saque,"R$ 153,15",Aplicativo,TARIFA PACOTE SERVICOS
TRX000603,CT-00379,14/12/2025 07:21,Boleto,R$ 8604.82,,SUPERMERCADO BOM PRECO
TRX001125,CT-00624,14/02/2026,TED,"R$ 9.255,16",Caixa Eletrônico,AMAZON MKTPLACE
TRX000585,CT-00206,04/08/2025,debito cartao,1060.51,IB,AMAZON MKTPLACE
TRX001830,CT-00811,29/07/26,DOC,"-5.774,79",internet banking,FOLHA PAGAMENTO
TRX000032,CT-00605,2026-08-05,pagto,"R$ 1.257,81",Internet Banking,PIX QR CODE
TRX001859,CT-00794,17/07/2026 04:44,debito cartao,-177.60,Aplicativo,NETFLIX.COM
TRX000787,CT-00424,2026-07-03,PIX,-50.07,AGENCIA,PAG*MercadoLivre
TRX000758,CT-00061,10/04/26 01:15,Pix,"R$ 17.084,85",ATM,UBER *TRIP
TRX000258,CT-00480,09/07/26,Boleto,"156,21",agencia,UBER *TRIP
TRX000460,CT-00979,20-11-2025,PIX,R$ 49.02,caixa eletronico,
TRX001442,CT-00469,03/01/26 21:15,Compra Débito,"-546,02",internet banking,PAG*MercadoLivre
TRX000335,CT-00269,01/04/2026 13:13,pagto,-175.58,Agência,
TRX001356,CT-00822,29/07/2026 19:14,Boleto,"R$ 288,54",Aplicativo,FOLHA PAGAMENTO
TRX002006,CT-00560,07/03/2026,DEPOSITO,"R$ 168,53",caixa eletronico,TRANSF ENTRE CONTAS
TRX000194,CT-00319,09-08-2025,PIX,1757.91,AGENCIA,SUPERMERCADO BOM PRECO
TRX000686,CT-00272,09/04/2026 15:10,Saque,1361.19,Agência,AMAZON MKTPLACE
TRX001178,CT-00353,06/06/2026,pix,0,IB,FOLHA PAGAMENTO
TRX001175,CT-00640,11-08-2025 15:14,Pagamento,"-143,11",Internet Banking,FOLHA PAGAMENTO
TRX001112,CT-00699,21-04-2026,Compra Débito,1842.07,IB,FARMACIA SAO JOAO
TRX001437,CT-00385,31-01-2026,pix,"R$ 3.894,86",ATM,RENDIMENTO POUPANCA
TRX000307,CT-00881,01/04/2026,Boleto,R$ 1146.87,Internet Banking,FOLHA PAGAMENTO
TRX000635,CT-00399,2026-04-27,ted,"-6.220,58",app,
TRX001402,CT-00681,25/07/2026 01:19,boleto,"194,29",,TARIFA PACOTE SERVICOS
TRX000103,CT-00211,04/10/2025 22:44,Pagamento,-1838.91,Caixa Eletrônico,  PADARIA DO ZE  
TRX001339,CT-00112,11/10/2025 21:40,debito cartao,1676.15,Internet Banking,IFOOD *IFOOD
TRX000386,CT-00644,01-06-2026 15:05,pagto,"14712,00",ATM,TARIFA PACOTE SERVICOS
TRX001510,CT-00611,28/08/2025 08:38,TED,,caixa eletronico,FOLHA PAGAMENTO
TRX000138,CT-00083,20/12/2025 13:20,deposito,"188,58",caixa eletronico,FOLHA PAGAMENTO
TRX001776,CT-00234,2026-06-01,Saque,"R$ 1.016,15",Caixa Eletrônico,FOLHA PAGAMENTO
TRX000285,CT-00146,10/12/2025 13:54,saque,"-70.952,25",,AMAZON MKTPLACE
TRX001820,CT-00942,2025-10-16,debito cartao,-1919.94,Aplicativo,RENDIMENTO POUPANCA
TRX001826,CT-00545,20/03/2026,saque,"600,69",caixa eletronico,POSTO SHELL BR
TRX001236,CT-00350,26/08/2025,pagto,"-31784,71",agencia,AMAZON MKTPLACE
TRX001246,CT-00379,2025-12-29 19:52,PIX,"R$ 172,60",Caixa Eletrônico,FARMACIA SAO JOAO
TRX001418,CT-00181,28/10/2025,deposito,"1.707,03",App,IFOOD *IFOOD
TRX000003,CT-00164,31/12/2025 11:58,pix,9773.07,Aplicativo,  PADARIA DO ZE  
TRX000485,CT-00899,14-07-2026 05:11,debito cartao,"R$ 39,49",agencia,PAG*MercadoLivre
TRX000255,CT-00061,27/04/2026 01:06,saque,"1714,48",Agência,NETFLIX.COM
TRX000750,CT-00594,2026-01-16,Pagamento,1199.38,caixa eletronico,AMAZON MKTPLACE
TRX000450,CT-00507,14/09/2025,boleto,-39.71,App,PIX QR CODE
TRX001170,CT-00769,18/08/25 05:58,Compra Débito,"R$ 173,37",internet banking,UBER *TRIP
TRX001971,CT-00150,12/04/2026 11:38,Pagamento,"R$ 1.691,01",internet banking,IFOOD *IFOOD
TRX000789,CT-00396,14/09/2025 20:56,PIX,238.44,app,RENDIMENTO POUPANCA
TRX000670,CT-00108,2026-05-11,TED,"15,51",ATM,UBER *TRIP
TRX000188,CT-00356,16/10/2025 01:38,TED,"R$ 125,16",agencia,SUPERMERCADO BOM PRECO
TRX000653,CT-00641,19-05-2026 11:10,PIX,"R$ 37,04",agencia,FARMACIA SAO JOAO
TRX001891,CT-00567,30/08/2025 14:10,ted,"603,04",App,POSTO SHELL BR
TRX000081,CT-00802,01-06-2026 13:44,Pagamento,"R$ 234,17",Agência,POSTO SHELL BR
TRX000536,CT-00219,2025-11-11,Depósito,115.63,Internet Banking,RENDIMENTO POUPANCA
TRX001089,CT-00914,2026-04-22,BOLETO,"-128,61",,POSTO SHELL BR
TRX000841,CT-00382,2025-08-23,Saque,1848.28,IB,POSTO SHELL BR
TRX002033,CT-00660,2026-06-22 19:36,debito cartao,"R$ 1.247,04",ATM,FARMACIA SAO JOAO
TRX001381,CT-00116,26/05/26 02:44,saque,"R$ 1.300,84",ATM,RENDIMENTO POUPANCA
TRX001245,CT-00084,02-04-2026 08:27,BOLETO,,Agência,PIX QR CODE
TRX000427,CT-00271,06-08-2025,pagto,"113,24",Internet Banking,RENDIMENTO POUPANCA
